Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
2024-01-01 00:00:00,39,0.5,0.7356384093249245,0.6940020903675818,0.8367323910558262,0.19694974803548906,0.041548032987106964,0.7751236978413987,0.9503565420604528,0.3446562441892522,0.9977067045284231,0.5
2024-01-01 00:01:00,29,0.0,0.9044244758077177,0.6644778958522886,0.09040028878044659,0.573711158184528,0.44569206813444484,0.4988997238622352,0.7737270290395374,0.7698648842957895,0.5118855056103678,0.5
2024-01-01 00:02:00,15,0.0,0.23800399134787442,0.404034747454905,0.5463627188415632,0.35423071554045304,0.32788137848645926,0.045639255163021454,0.1290556654422778,0.9871081155127884,0.5465607948713853,0.5
2024-01-01 00:03:00,43,0.0,0.17614280339614063,0.040454767090667955,0.3020860358200715,0.574564603448816,0.2322012757063382,0.4582776019221617,0.6212917240771566,0.9834119364736368,0.18271861913112997,1.0
2024-01-01 00:04:00,8,0.5,0.7510758305172239,0.05016348288391189,0.5559667715167935,0.6740660793924291,0.9593085796435541,0.22873927640022376,0.24247561084287628,0.5731285594965897,0.8067180269161627,0.5
2024-01-01 00:05:00,21,0.0,0.8493439862672286,0.26236855686778204,0.9844911613438012,0.967334577369638,0.11499829973954734,0.4720723044064707,0.2170846915885088,0.8974058688734489,0.0027069862467744015,0.5
2024-01-01 00:06:00,39,0.0,0.7739243376139043,0.9623100639432104,0.13137476361901423,0.45953362443730805,0.41786311455253183,0.48944976761945763,0.3843904504119428,0.22054295538021945,0.6021564652630462,0.5
2024-01-01 00:07:00,19,0.0,0.12783815819722855,0.8850268890337653,0.7246489473064797,0.7030846419678073,0.651650729758724,0.42356844678500527,0.42546198923631634,0.91185874030608,0.04921712918619685,1.0
2024-01-01 00:08:00,23,0.0,0.7591225571614045,0.6180030648438495,0.13869687959585864,0.8703740872309499,0.576814591729809,0.7551532958956725,0.21879679693818282,0.5005984253965472,0.7630724358856182,0.5
2024-01-01 00:09:00,11,0.0,0.4387513204200749,0.1117791636203409,0.223731558892646,0.469093688757939,0.1127015527689431,0.6335564629518773,0.5139099826785601,0.805508933033206,0.24585733507858482,1.0
2024-01-01 00:10:00,11,0.0,0.6091846539806604,0.30824938406332414,0.1308662506645777,0.012433849864733879,0.865552777614087,0.873934369945323,0.20633393280707907,0.26990031126510156,0.941505259694414,0.5
2024-01-01 00:11:00,24,0.0,0.4022691700425778,0.1558684112232598,0.6184402339193495,0.9295473942540559,0.18252565315073085,0.3089948656240368,0.862896824865535,0.3878869099868571,0.4658964175655115,0.5
2024-01-01 00:12:00,36,0.0,0.013450110086077549,0.8635268673048739,0.1062692523188663,0.6954571558893298,0.32707119543294744,0.5255495966755878,0.0356097907760264,0.21334088036357934,0.29133703773398245,0.5
2024-01-01 00:13:00,40,0.0,0.9962746361030673,0.8726074233069991,0.4444244997293307,0.47928906193703724,0.3686038985873714,0.5593960933016605,0.2717191576793997,0.8285327869111491,0.23019257126956827,0.5
2024-01-01 00:14:00,24,0.0,0.175844068193158,0.28974577377847327,0.511557691001908,0.14829553910977028,0.6948742081000975,0.3383165649532845,0.7428385927635335,0.6566506623726724,0.051071837239815766,1.0
2024-01-01 00:15:00,3,0.0,0.6732954826609839,0.6704880702549803,0.13272138033908115,0.2941464486992926,0.46374668468863056,0.278648339102258,0.9766504719689592,0.10085921870229372,0.35164981596552125,0.5
2024-01-01 00:16:00,22,0.0,0.2216409200862619,0.10227413077714945,0.3413380697366138,0.02037211396107297,0.7253339986683521,0.8021950717952028,0.6597072522408188,0.7343744690744644,0.837305292865727,0.5
2024-01-01 00:17:00,2,0.0,0.03708973984328878,0.7796531335342896,0.5260164557745219,0.9828521530473703,0.9576012625538042,0.25553685583649677,0.4835894700578934,0.32329096128302487,0.24253270765729548,1.0
