Machine_ID,Variable,Best_Model,ARIMA_Order,Seasonal_Order,AIC,BIC,MSE,n_obs
15,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",24891.084090335728,24913.439409848957,17541.737615710455,2027
15,Predictive_Maintenance_Score,ARIMA,"(3, 0, 2)",,729.9142066880711,769.214391713235,0.08335387869011027,2027
15,Efficiency_Status,ARIMA,"(0, 0, 0)",,2595.9273015371095,2607.1559258300135,0.21030931952503024,2027
15,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",9897.014889046402,9913.784413582951,9.151114245117974,2027
15,Error_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",11542.902140743256,11559.671665279804,20.821378151773082,2027
19,Production_Speed_units_per_hr,SARIMA,"(2, 1, 3)","(1, 1, 1, 24)",24713.755904751,24758.364683475986,17717.200709717436,2004
19,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,736.1829343141733,747.3887352385827,0.08437228393135761,2004
19,Efficiency_Status,ARIMA,"(1, 0, 3)",,2521.6635727490807,2555.2809755223093,0.20483517875634275,2004
19,Quality_Control_Defect_Rate_%,SARIMA,"(2, 0, 0)","(1, 1, 1, 24)",9795.098185460269,9822.986354623283,9.023496432979039,2004
19,Error_Rate_%,SARIMA,"(2, 0, 3)","(1, 1, 1, 24)",11333.09230518785,11377.705183323635,21.0620091782965,2004
11,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",24017.601836009155,24039.800272669774,18499.972002741633,1951
11,Predictive_Maintenance_Score,ARIMA,"(3, 0, 2)",,662.6509342230206,701.6836156073824,0.08163866713990534,1951
11,Efficiency_Status,ARIMA,"(0, 0, 0)",,2390.4988410932788,2401.651035774525,0.19895854380448524,1951
11,Quality_Control_Defect_Rate_%,SARIMA,"(2, 0, 0)","(1, 1, 1, 24)",9483.26433110309,9511.015007815531,9.145284723576744,1951
11,Error_Rate_%,SARIMA,"(2, 1, 3)","(1, 1, 1, 24)",11041.2757540979,11085.664201931259,20.12372900118444,1951
12,Production_Speed_units_per_hr,SARIMA,"(3, 1, 1)","(1, 1, 1, 24)",24116.792989195397,24155.65129726647,19295.73763385248,1955
12,Predictive_Maintenance_Score,ARIMA,"(0, 0, 1)",,677.1710400270372,693.9054764442956,0.08253224850565678,1955
12,Efficiency_Status,SARIMA,"(2, 0, 2)","(1, 1, 1, 7)",2347.1819896954166,2386.167872242572,0.22011861116392203,1955
12,Quality_Control_Defect_Rate_%,SARIMA,"(3, 0, 3)","(1, 1, 1, 24)",9498.286219972098,9548.246901777764,9.179808761758293,1955
12,Error_Rate_%,SARIMA,"(2, 0, 3)","(1, 1, 1, 24)",11064.128563583996,11108.538058522365,20.830171751405285,1955
16,Production_Speed_units_per_hr,SARIMA,"(3, 1, 3)","(1, 1, 1, 24)",24971.060475237966,25021.272986944532,18931.64977954143,2010
16,Predictive_Maintenance_Score,ARIMA,"(3, 0, 2)",,724.3192112897898,763.5604412971617,0.083367904336074,2010
16,Efficiency_Status,ARIMA,"(2, 0, 0)",,2549.5245504570157,2571.948110461228,0.20733155372360476,2010
16,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",9830.16955496692,9846.91318444551,9.285959675664278,2010
16,Error_Rate_%,SARIMA,"(0, 0, 1)","(1, 1, 1, 24)",11391.720179972472,11414.04297898137,20.288796586792802,2010
18,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",25024.32023307815,25046.683641572905,18443.161721256627,2031
18,Predictive_Maintenance_Score,ARIMA,"(1, 0, 1)",,766.6390135564852,789.1041478028068,0.08506428520044723,2031
18,Efficiency_Status,ARIMA,"(0, 0, 0)",,2381.063185210519,2392.2957523336795,0.18872081459765933,2031
18,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",9914.544271991572,9931.31985713624,9.158479026325756,2031
18,Error_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",11533.617231634318,11550.392816778987,20.8770257990422,2031
14,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",23847.53306859202,23869.710397024235,18542.58159041024,1941
14,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,681.043109235884,692.185026402222,0.08298747606748627,1941
14,Efficiency_Status,ARIMA,"(0, 0, 0)",,2219.789924551372,2230.93184171771,0.183359650677747,1941
14,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",9461.718652077845,9478.35482132668,9.115441367816805,1941
14,Error_Rate_%,SARIMA,"(2, 1, 3)","(1, 1, 1, 24)",10966.036877947083,11010.383064720727,20.28620673615679,1941
20,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",24255.687147019828,24277.92538500386,18390.09247964389,1970
20,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,688.7302467371396,699.9018243806037,0.08288524140754332,1970
20,Efficiency_Status,ARIMA,"(0, 0, 0)",,2477.528014828961,2488.699592472425,0.2055061970412133,1970
20,Quality_Control_Defect_Rate_%,SARIMA,"(3, 0, 3)","(1, 1, 1, 24)",9620.461597882431,9670.492942181421,9.985523020708627,1970
20,Error_Rate_%,SARIMA,"(1, 0, 0)","(1, 1, 1, 24)",11189.48785827435,11211.730262925425,21.011386307536586,1970
17,Production_Speed_units_per_hr,SARIMA,"(1, 0, 2)","(1, 1, 1, 24)",25289.431927360336,25323.067267366656,18647.113674957058,2061
17,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,726.9325296363539,738.1944227981348,0.08314998769674659,2061
17,Efficiency_Status,ARIMA,"(0, 0, 0)",,2434.5388310654307,2445.8007242272115,0.19040986922316666,2061
17,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",10116.832770917877,10133.653424511536,9.261576064518378,2061
17,Error_Rate_%,SARIMA,"(1, 0, 1)","(1, 1, 1, 24)",11705.327904098016,11733.359841046879,21.43276302190151,2061
13,Production_Speed_units_per_hr,SARIMA,"(0, 1, 2)","(1, 1, 1, 24)",25100.769936051627,25128.74435798771,18806.001958478355,2040
13,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,752.4307496560925,763.672159829769,0.08450037996496161,2040
13,Efficiency_Status,ARIMA,"(0, 0, 0)",,2519.513339555687,2530.7547497293635,0.2009332949107903,2040
13,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",9925.277275808337,9942.06645272053,8.952693978068469,2040
13,Error_Rate_%,SARIMA,"(1, 0, 1)","(1, 1, 1, 24)",11602.916120878894,11630.895570467486,20.28659695990514,2040
