Machine_ID,Variable,Best_Model,ARIMA_Order,Seasonal_Order,AIC,BIC,MSE,n_obs
8,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",24309.52267336531,24331.754653199438,19406.727176808294,1967
8,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,729.6220910730357,740.7906207098138,0.0846712467375877,1967
8,Efficiency_Status,ARIMA,"(0, 0, 1)",,2164.8041465550896,2181.5569410102567,0.1754559530807022,1967
8,Quality_Control_Defect_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",9689.407928250224,9706.085043016554,9.809850663062544,1967
8,Error_Rate_%,ARIMA,"(3, 2, 2)",,12.0,45.499485145820174,76.53914213594828,1967
3,Production_Speed_units_per_hr,SARIMA,"(2, 0, 2)","(1, 1, 1, 24)",24548.905877907306,24587.93497046821,18516.654480961766,2001
3,Predictive_Maintenance_Score,ARIMA,"(0, 0, 0)",,806.2329940288165,817.435798697984,0.0874261337471345,2001
3,Efficiency_Status,ARIMA,"(1, 0, 2)",,2344.70986988359,2372.7168815565083,0.1880387384165395,2001
3,Quality_Control_Defect_Rate_%,SARIMA,"(2, 0, 2)","(1, 1, 1, 24)",9713.299421840891,9752.328514401795,8.770006640193879,2001
3,Error_Rate_%,SARIMA,"(0, 0, 0)","(1, 1, 1, 24)",11326.696352881583,11343.426182182502,20.567781439834143,2001
2,Production_Speed_units_per_hr,SARIMA,"(0, 1, 1)","(1, 1, 1, 24)",25108.23482854486,25130.61838821573,18079.03478313305,2041
2,Predictive_Maintenance_Score,ARIMA,"(3, 0, 3)",,706.5633213110807,751.5328826135594,0.0821236813483393,2041
2,Efficiency_Status,ARIMA,"(2, 0, 2)",,2422.8458407715134,2456.5730117483727,0.1907736253098622,2041
2,Quality_Control_Defect_Rate_%,SARIMA,"(2, 0, 2)","(1, 1, 1, 24)",9983.890316329518,10023.061545753548,9.526200697409868,2041
